label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
fever,0.0,0.0,0.15573406880153767,0.010470789353242868,0.3042684633893193,-0.052861144868062364,0.4253343009330681,-0.11717763453809873,0.5351321746695115,-0.11846391317591953,0.2972967157039619,-0.40107120936759927,0.3846054597081837,-0.577427418698665,0.4362839633540812,-0.6871915676453701,0.4783753429239189,-0.7863803898638999,0.2091625669441551,-0.47732163270971356,0.2731697548206663,-0.6935394540868501,0.3108833535383186,-0.8287531724896845,0.33799382152277246,-0.9411483286987403,0.11226740935803937,-0.4995993193781837,0.15694494032522494,-0.7127429272323241,0.18354683658577686,-0.8496508900229996,0.21103116660029114,-0.969377540796712,0.008952510687139335,-0.4745320431495494,-0.0003130910957429447,-0.645008581694418,-0.0030499619888024136,-0.7532488153879707,0.003990324700418856,-0.8545367689363098
fever,0.0,0.0,0.1584083971093902,0.011751543022131062,0.3057150122310043,-0.051434405368920924,0.42286517446457406,-0.11882710889491674,0.5323879218870526,-0.11982461531073636,0.29642613143511365,-0.40257670314081606,0.38596275559388965,-0.5807014038692984,0.43868889520650883,-0.6907742851500684,0.4818393341264674,-0.7888336865625843,0.207297798248594,-0.4751869645041806,0.2719172762826415,-0.6917711742382957,0.3122167064340111,-0.827729598689296,0.3423097170402533,-0.9395871740396533,0.1101012308632819,-0.4956124350667103,0.15439733482123266,-0.7076078588596706,0.18299793222951338,-0.84443548056075,0.2128092515066762,-0.9622813235042007,0.0068639705262615045,-0.46995639530063393,-0.0021808284369473838,-0.6417192502691538,-0.003820925389702718,-0.7520265735748167,0.0051474199255260875,-0.8553863022088188
fever,0.0,0.0,0.1573493185879522,0.009868111380104646,0.30486252442499584,-0.055761931663952886,0.4237718992547808,-0.12165850334941555,0.533323621548848,-0.12057539247926648,0.29581184983643266,-0.40066604043251747,0.38477497045547265,-0.5789474474643901,0.43712159442341497,-0.6900579397768497,0.48008967654281126,-0.7894101702282174,0.20714274629545149,-0.47347697466415845,0.2724761136216357,-0.6900205289166026,0.3111882831065249,-0.8267950137857099,0.33985516185795644,-0.9404777875944239,0.11002054493993038,-0.4941929061960166,0.15860808958870318,-0.7086692730412533,0.18584300594575243,-0.8487768376749649,0.21401105740198553,-0.9706001292171695,0.006222451534450752,-0.4697800410506532,-0.001479343153933785,-0.6426261913117264,-0.0023892626304515933,-0.7533788591905789,0.007091636850953311,-0.8564219938401582
fever,0.0,0.0,0.1553813914881055,0.010215947046676138,0.30014076587826266,-0.053727091221033384,0.41716535294376117,-0.12031031592734305,0.5277909288075188,-0.12293305017417054,0.29001594757349125,-0.4003763916265622,0.379056652652841,-0.5794998863064321,0.4323134780577304,-0.6891949773401924,0.4759866917751439,-0.7888389737873992,0.2009309516615077,-0.47321353850247055,0.2643456601993648,-0.6914490458278443,0.30399845494939126,-0.8282418248503899,0.33390056865178314,-0.9426083016046569,0.10361795485000995,-0.4942419202097603,0.1480437825455973,-0.708677377864941,0.17530198353060514,-0.8497249540735717,0.20391037097369938,-0.9724851803811072,0.0004590869797923174,-0.4688138881246725,-0.008325638837269285,-0.6433095803953814,-0.009489322683817756,-0.7545099465535753,-0.0005004062230162022,-0.8582085588304265
fever,0.0,0.0,0.15598123916161508,0.01124443339428581,0.3036852276848668,-0.050702553217005925,0.4241435354737576,-0.11620795140311985,0.5370809296268718,-0.11388247339653863,0.2929858399918151,-0.39790496748612075,0.3825507083572649,-0.576381064504687,0.4368126166244284,-0.685749291464156,0.48180610623967207,-0.7833220482597255,0.20515097517503766,-0.4718601307756676,0.2704411194633905,-0.6913023514192174,0.31069307943327773,-0.8271088800948178,0.3415746310674933,-0.9398546544073216,0.10922854543606982,-0.49351647492832257,0.15418670190000447,-0.7055640661097329,0.18205380266399637,-0.8449941533320617,0.21219703767453046,-0.9666708651690291,0.006470495371159936,-0.4690665946552171,-0.0029415202268007977,-0.639489422080033,-0.004704969976111477,-0.7480141820896953,0.004553542184787115,-0.8497449762094714
fever,0.0,0.0,0.15514529801917956,0.011591097994495906,0.3048213133140697,-0.054212730932829294,0.42798091120177145,-0.11893787018639554,0.5413785507848212,-0.11684533062238611,0.2982824560739928,-0.3998395994227909,0.38832668505130813,-0.5790816632758842,0.44213440226396133,-0.688289102327725,0.4863833258269557,-0.7858096872410189,0.20989121870799005,-0.4739988332061381,0.275753168513721,-0.6896386625463581,0.3151072522460307,-0.8255087844010841,0.3440766338399049,-0.9389415690262095,0.11327195377081414,-0.49528611001477024,0.15836698952324363,-0.7084855202568526,0.18477017223604403,-0.846815795056871,0.2123422095099604,-0.9678682879219491,0.010177402772609888,-0.4699581870451519,0.0010230590189226978,-0.6413703771860944,-0.002212916031653404,-0.7510711624168038,0.004460131369075779,-0.8543620651941979
fever,0.0,0.0,0.1563505748552399,0.007760657951124653,0.30309913871043653,-0.056651483043072486,0.42436623134032586,-0.12018582394584731,0.5357304943674133,-0.11886733237995584,0.2948236807056958,-0.4022793761828513,0.3836260299544031,-0.5811699433856168,0.4380487870510695,-0.6888968517481618,0.48290682315157635,-0.7843622788336815,0.20644816293001417,-0.47408021794657684,0.270315803867502,-0.693999453708166,0.30877900501627664,-0.8291105663513296,0.3374291365715979,-0.9413509323268054,0.11004181146078354,-0.49403909145385205,0.15537933761122902,-0.7081049751772469,0.18248516329142608,-0.847699751144524,0.2107025705159651,-0.9693272980976687,0.006747982131369406,-0.4685437602271012,-0.0032931174858332004,-0.6423836297609827,-0.005756567742399953,-0.7531683655848557,0.0016818216037320615,-0.8572078064204961
fever,0.0,0.0,0.1564551803579403,0.008495467224764885,0.3026087668277415,-0.05507376443262962,0.42464981787730904,-0.11748276278732858,0.5383222433221108,-0.11856430905235756,0.29504058157978985,-0.4029378496397318,0.3854598094444553,-0.582254347283034,0.4389324104555369,-0.6924803747140134,0.48099953738778933,-0.7913934206739118,0.20597392263923003,-0.47417374313712773,0.26851466288453724,-0.695447252977936,0.30628170812126504,-0.8301356197618656,0.33346388613425415,-0.9427628740273141,0.10886639080887962,-0.4927109956717721,0.15355563369690722,-0.7075537484617969,0.1810036513904441,-0.8473090421736005,0.20871274984787946,-0.9702450051431686,0.005617217893687094,-0.4643088387490448,-0.004314594035405711,-0.6375978621891015,-0.007889341444799185,-0.7492501510752706,-0.0030675694013438176,-0.8542567777736519
fever,0.0,0.0,0.15467580449845666,0.005580438369489443,0.301617015648759,-0.0619395876556277,0.42300472422412694,-0.12604591725050726,0.5350654010720048,-0.1276221053001299,0.2944665887773987,-0.40265386333598935,0.38412426049875364,-0.5826462255729576,0.43738485703203717,-0.6937591230751448,0.47967112685414576,-0.7930831108645879,0.20506037447015812,-0.4732947980588844,0.26589785161409196,-0.6952487522875965,0.3024683262741303,-0.8316197814873617,0.3286232789135303,-0.9444610847229863,0.10742754816137089,-0.4918936291793484,0.15127760693759854,-0.7079561343930229,0.17849221257984685,-0.8471001931224028,0.20630333682812188,-0.9684475576711132,0.003769043235465399,-0.4645434788794359,-0.005606551616080331,-0.6382563098053584,-0.008245398509885427,-0.7496986287312658,-0.0012844335751215918,-0.8547232415772956
fever,0.0,0.0,0.15652933950978892,0.0029440396792134766,0.30107519223500906,-0.0608451231730107,0.41921452056881553,-0.12247499629995855,0.5309505649606249,-0.1306972158305689,0.2923359742987491,-0.4071814676478395,0.3781813125586895,-0.5889299629499456,0.4299307192600616,-0.6990099791214668,0.47186858006838617,-0.7965552858657265,0.20240199625534147,-0.4756876272756422,0.2620195314499994,-0.6986254875204791,0.29721479270823614,-0.8333400151039331,0.32366979750164054,-0.9461701021408608,0.10459866236669887,-0.4913640272517716,0.14832774893309283,-0.7050645062865337,0.17574749956435898,-0.8433313680575284,0.20386599110143463,-0.9646790887980536,0.0006539897655104304,-0.4605590983272675,-0.009293508958825572,-0.6324914687694388,-0.013601231065212811,-0.742820684592478,-0.008993468613107057,-0.8479668875460222
